0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.166012894399712270e-04,-2.583006447199856135e-04,5.166012894399712270e-04,-2.583006447199856135e-04,5.166012894399712270e-04,1.291503223599928067e-04
-2.064366368483129630e-03,-1.032183184241564815e-03,2.064366368483129630e-03,-1.032183184241564815e-03,2.064366368483129630e-03,5.160915921207824076e-04
-4.637186915469122990e-03,-2.318593457734561495e-03,4.637186915469122990e-03,-2.318593457734561495e-03,4.637186915469122990e-03,1.159296728867280748e-03
-8.224909183108903774e-03,-4.112454591554451887e-03,8.224909183108903774e-03,-4.112454591554451887e-03,8.224909183108903774e-03,2.056227295777225943e-03
-1.281337407068645039e-02,-6.406687035343225194e-03,1.281337407068645039e-02,-6.406687035343225194e-03,1.281337407068645039e-02,3.203343517671612597e-03
-1.838447300356069875e-02,-9.192236501780349373e-03,1.838447300356069875e-02,-9.192236501780349373e-03,1.838447300356069875e-02,4.596118250890174686e-03
-2.491621939943667111e-02,-1.245810969971833555e-02,2.491621939943667111e-02,-1.245810969971833555e-02,2.491621939943667111e-02,6.229054849859167776e-03
-3.238283543936082420e-02,-1.619141771968041210e-02,3.238283543936082420e-02,-1.619141771968041210e-02,3.238283543936082420e-02,8.095708859840206051e-03
-4.075485380099603400e-02,-2.037742690049801700e-02,4.075485380099603400e-02,-2.037742690049801700e-02,4.075485380099603400e-02,1.018871345024900850e-02
-4.999923395268026510e-02,-2.499961697634013255e-02,4.999923395268026510e-02,-2.499961697634013255e-02,4.999923395268026510e-02,1.249980848817006628e-02
-6.007949254931040095e-02,-3.003974627465520048e-02,6.007949254931040095e-02,-3.003974627465520048e-02,6.007949254931040095e-02,1.501987313732760024e-02
-7.095584741543763119e-02,-3.547792370771881559e-02,7.095584741543763119e-02,-3.547792370771881559e-02,7.095584741543763119e-02,1.773896185385940780e-02
