0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775213563731885880e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,7.847864362681128414e-02,1.729999999999999871e-01,-2.988917941235643139e-01,-2.775213563731886990e-01,-1.729999999999999871e-01,-2.988917941235643139e-01,-7.847864362681140904e-02,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175133581470e-01,4.483327499040036246e-01,-1.424577222174052693e+00,1.017046829736525937e-01,1.036489863084289587e+00,-1.363364929215295840e+00,-1.017046829739998298e-01,9.808061129141836254e-01,-1.431966577834715038e+00,1.013432175039101074e-01,3.242529984672086751e-01,-1.355884322785689600e+00,-1.682126660185190303e-11,5.495492605791796326e-01,-2.581398780184818165e-01,9.544194033048458703e-02,1.019047626110680671e+00,-2.257489058024853001e+00,-9.544194029435099091e-02,8.692793588342406785e-01,-2.138606957277866538e+00,3.119796088135728951e-11,5.766195763514142536e-01,-3.585850350394603758e-01
1.616161616161616507e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.747189122451458299e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,8.128108775485402837e-02,1.729999999999999871e-01,-2.931653324327856969e-01,-2.747189122451459409e-01,-1.729999999999999871e-01,-2.931653324327856969e-01,-8.128108775485416715e-02,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175136945723e-01,4.593237351155872172e-01,-1.429740019734422329e+00,1.036135217802622854e-01,1.056870815606503200e+00,-1.408514710375792900e+00,-1.036135217798868496e-01,9.981917000908684390e-01,-1.474738716980272368e+00,1.013432175045340666e-01,3.357853899942369602e-01,-1.363056023486478807e+00,-3.542652282639835448e-11,1.242530001853259236e+00,-5.549511351505387324e-01,1.959045797831113211e-01,1.794944996213099220e+00,-4.326194697693108715e+00,-1.959045797319099169e-01,1.479963596324329611e+00,-4.084832203930099936e+00,6.533176777345772734e-11,1.305046526757680514e+00,-7.822236385255587621e-01
3.232323232323233014e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.683326337997309907e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,8.766736620026893689e-02,1.729999999999999871e-01,-2.820357085884319659e-01,-2.683326337997310462e-01,-1.729999999999999871e-01,-2.820357085884319659e-01,-8.766736620026899240e-02,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175144031028e-01,4.841743351526524020e-01,-1.440839042437433104e+00,1.075316133759245119e-01,1.092769715530765184e+00,-1.495038604329655074e+00,-1.075316133745250480e-01,1.027790972017355031e+00,-1.556435361058874367e+00,1.013432175058407020e-01,3.618863205293905705e-01,-1.378700496256989982e+00,-5.128883429073027855e-11,2.053456921126589840e+00,-8.278703149274369011e-01,2.957690853592022107e-01,2.054311068425662690e+00,-5.838833936596454777e+00,-2.957690853121454078e-01,1.561161703767766085e+00,-5.478069267177410495e+00,9.402548184489489813e-11,2.161829487457603172e+00,-1.205026080337867622e+00
4.848484848484849175e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.576155659793266106e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,9.838443402067323373e-02,1.729999999999999871e-01,-2.666591603961582235e-01,-2.576155659793267771e-01,-1.729999999999999871e-01,-2.666591603961582235e-01,-9.838443402067338639e-02,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175154288795e-01,5.252434735751841943e-01,-1.457396448735981842e+00,1.134469950831085566e-01,1.133855936899278438e+00,-1.611815283061584170e+00,-1.134469950807679567e-01,1.059014206092710353e+00,-1.665996746402422568e+00,1.013432175077212116e-01,4.051229102785426361e-01,-1.402801017863747335e+00,-5.855593787629231883e-11,2.906659744317457772e+00,-9.731897917789167352e-01,3.749912081438780409e-01,1.525738611490079499e+00,-6.478508042981956372e+00,-3.749912081057883428e-01,8.472602503304837995e-01,-5.984818471868369016e+00,1.083820533320789536e-10,3.074640699376435471e+00,-1.513938023461081084e+00
6.464646464646466029e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.420522605092779167e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,1.139477394907221358e-01,1.729999999999999871e-01,-2.492777331399004259e-01,-2.420522605092778612e-01,-1.729999999999999871e-01,-2.492777331399004259e-01,-1.139477394907220664e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175165999982e-01,5.833766684615333542e-01,-1.476860244571560177e+00,1.209468192459861174e-01,1.164370709129080028e+00,-1.741385443921223297e+00,-1.209468192428837241e-01,1.075959411099320029e+00,-1.785693115839789957e+00,1.013432175098888527e-01,4.666157242660713411e-01,-1.433079778332968957e+00,-5.268493974419641290e-11,3.698006913343649060e+00,-8.743270617362908226e-01,3.943554030465417082e-01,2.151035292874414750e-03,-6.027650647565330644e+00,-3.943554030134605037e-01,-8.348189734301625364e-01,-5.358907643411548349e+00,1.039952846060288039e-10,3.946170735139426178e+00,-1.582684869149220130e+00
8.080808080808082883e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.214378904149707228e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,1.345621095850293436e-01,1.729999999999999871e-01,-2.331267452994001677e-01,-2.214378904149706395e-01,-1.729999999999999871e-01,-2.331267452994001677e-01,-1.345621095850292603e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175176536970e-01,6.573368067284063310e-01,-1.494346785806285993e+00,1.288339273069169510e-01,1.164413729834937516e+00,-1.861938456872529901e+00,-1.288339273031529342e-01,1.059263031630716778e+00,-1.892871268708020915e+00,1.013432175119687584e-01,5.455391389688598602e-01,-1.464733475715953359e+00,-3.055680708463626161e-11,4.272689648894322900e+00,-4.302761813711586392e-01,2.950420957896923713e-01,-2.529128095174426605e+00,-4.255747433109435818e+00,-2.950420957542207456e-01,-3.385774317890977159e+00,-3.371583932062982569e+00,8.050296540496049147e-11,4.627454567943284580e+00,-1.294747306783616825e+00
9.696969696969698349e-02,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.961035228482139459e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,1.598964771517860373e-01,1.729999999999999871e-01,-2.222443819805523801e-01,-1.961035228482139459e-01,-1.729999999999999871e-01,-2.222443819805523801e-01,-1.598964771517860373e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175182648332e-01,7.427905997062927979e-01,-1.502952309433709166e+00,1.347347692227107985e-01,1.113831167931448984e+00,-1.947053405534718618e+00,-1.347347692182373491e-01,9.915475452728972350e-01,-1.960302947349280567e+00,1.013432175135788177e-01,6.380882303277255474e-01,-1.490628421851625696e+00,8.717332411478651011e-12,4.438114899508454947e+00,3.737149347736834493e-01,4.143238751985606205e-02,-5.510184963492581467e+00,-1.038429437438592728e+00,-4.143238748454125542e-02,-6.100114851604865329e+00,1.903737106146996538e-02,4.046069035368304867e-11,4.918379516420973374e+00,-6.082841000336292048e-01
1.131313131313131520e-01,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.672509348432732745e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,1.887490651567267919e-01,1.729999999999999871e-01,-2.207896368059981129e-01,-1.672509348432731913e-01,-1.729999999999999871e-01,-2.207896368059981129e-01,-1.887490651567267086e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175180904865e-01,8.315528976964619012e-01,-1.495478010738235497e+00,1.355634169731079197e-01,1.003627468661597355e+00,-1.967821994283490472e+00,-1.355634169679281742e-01,8.695452482407999284e-01,-1.959922199928051167e+00,1.013432175143880315e-01,7.364558206561450104e-01,-1.502794103852298280e+00,6.112471639951877478e-11,4.028342305014276370e+00,1.355099956679661766e+00,-2.919835385141913986e-01,-7.687415652389489651e+00,3.198608976388228609e+00,2.919835385301564057e-01,-7.799546045229538649e+00,4.253895821619490647e+00,-9.697104230710351658e-12,4.613218263357044435e+00,3.381726072471336053e-01
1.292929292929293206e-01,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.374252268819897704e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,2.185747731180102404e-01,1.729999999999999871e-01,-2.314243601783902982e-01,-1.374252268819897427e-01,-1.729999999999999871e-01,-2.314243601783902982e-01,-2.185747731180102127e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175168679922e-01,9.121197437967474286e-01,-1.468376011604642262e+00,1.297237462028240917e-01,8.498791556138075576e-01,-1.903849814755725900e+00,-1.297237461973250461e-01,7.135543273362091599e-01,-1.874844283495661346e+00,1.013432175141940894e-01,8.287201859232858903e-01,-1.496030651707355608e+00,1.108613201239450063e-10,3.068298241635397439e+00,2.065933211441728368e+00,-5.139153395403432967e-01,-8.068600073907262527e+00,7.031173482316988022e+00,5.139153395538220703e-01,-7.851210570324996141e+00,7.901635211597890063e+00,-5.491024301917946104e-11,3.667342487446839883e+00,1.144315445187082947e+00
1.454545454545454752e-01,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.106127909657243502e-01,-1.729999999999999871e-01,-2.999999999999999889e-01,2.453872090342755774e-01,1.729999999999999871e-01,-2.525869661507314512e-01,-1.106127909657244196e-01,-1.729999999999999871e-01,-2.525869661507314512e-01,-2.453872090342756329e-01,1.729999999999999871e-01,-2.999999999999999889e-01,-1.013432175146507658e-01,9.734857086294553818e-01,-1.427057347375807694e+00,1.194454394120172264e-01,6.885071541356623248e-01,-1.763226345109386139e+00,-1.194454394062486047e-01,5.565301159297092459e-01,-1.716811579263703536e+00,1.013432175130958846e-01,9.020670356722226835e-01,-1.473144342803613949e+00,1.268971039358746111e-10,1.875372894457011386e+00,2.023414721909255753e+00,-4.987489125761989106e-01,-6.710708764582990149e+00,8.459523831083814116e+00,4.987489126292731223e-01,-6.471686851713615241e+00,9.090810769106749234e+00,-7.220543607466822777e-11,2.353037837057025961e+00,1.340278980068432269e+00
