-3.018569946289062500e-02,-1.541396617889404297e+00,1.178146805614233017e-02
-3.764200210571289062e-02,-1.470487594604492188e+00,2.289411425590515137e-02
-4.039382934570312500e-02,-1.337436199188232422e+00,2.971451543271541595e-02
-2.847766876220703125e-02,-1.183215618133544922e+00,2.378292195498943329e-02
-2.451324462890625000e-02,-1.054176330566406250e+00,2.281304076313972473e-02
-2.670049667358398438e-02,-9.555659294128417969e-01,2.495010197162628174e-02
-2.916193008422851562e-02,-8.718833923339843750e-01,2.615557238459587097e-02
-3.196763992309570312e-02,-7.942266464233398438e-01,2.566859312355518341e-02
-3.407955169677734375e-02,-7.220573425292968750e-01,2.328762412071228027e-02
-3.151607513427734375e-02,-6.567273139953613281e-01,1.887200772762298584e-02
-2.151250839233398438e-02,-5.991663932800292969e-01,1.281476020812988281e-02
-5.564689636230468750e-03,-5.493621826171875000e-01,6.492001470178365707e-03
1.266840938478708267e-02,-5.058207511901855469e-01,1.434793462976813316e-03
2.913959324359893799e-02,-4.643549919128417969e-01,-2.076148986816406250e-03
4.016649350523948669e-02,-4.222717285156250000e-01,-4.391193389892578125e-03
4.505717009305953979e-02,-3.774271011352539062e-01,-5.890369415283203125e-03
4.601289331912994385e-02,-3.278117179870605469e-01,-6.773471832275390625e-03
4.479210451245307922e-02,-2.727780342102050781e-01,-7.068157196044921875e-03
4.219302535057067871e-02,-2.123832702636718750e-01,-6.812572479248046875e-03
3.836932033300399780e-02,-1.480517387390136719e-01,-6.009578704833984375e-03
3.135638684034347534e-02,-8.887863159179687500e-02,-4.340171813964843750e-03
4.723027721047401428e-02,-4.402303695678710938e-02,-4.119396209716796875e-03
7.026514410972595215e-02,-1.417779922485351562e-02,-5.558490753173828125e-03
8.109224587678909302e-02,4.036350641399621964e-03,-8.105754852294921875e-03
7.319124788045883179e-02,1.386679988354444504e-02,-1.086330413818359375e-02
5.262792482972145081e-02,1.745311543345451355e-02,-1.295566558837890625e-02
3.070478141307830811e-02,1.554874517023563385e-02,-1.365852355957031250e-02
1.414384320378303528e-02,9.090295992791652679e-03,-1.277685165405273438e-02
6.483712233603000641e-03,-6.484985351562500000e-04,-1.055479049682617188e-02
5.229693837463855743e-03,-1.163291931152343750e-02,-6.664752960205078125e-03
4.548319615423679352e-03,-2.150726318359375000e-02,-1.199245452880859375e-03
1.955749932676553726e-03,-2.824974060058593750e-02,5.051848944276571274e-03
-2.484321594238281250e-03,-3.012371063232421875e-02,1.151473354548215866e-02
-6.609916687011718750e-03,-2.691078186035156250e-02,1.718498207628726959e-02
-8.972167968750000000e-03,-1.945590972900390625e-02,2.141077443957328796e-02
-8.815765380859375000e-03,-9.859085083007812500e-03,2.417745068669319153e-02
-6.554126739501953125e-03,-8.535385131835937500e-05,2.537375688552856445e-02
-3.725528717041015625e-03,8.799090981483459473e-03,2.525174990296363831e-02
