-1.056723704095929861e-05,-1.040714532136917114e-01,-4.700649515143595636e-05
-1.057555527950171381e-05,-1.040718927979469299e-01,-4.693402297561988235e-05
-1.176891615614295006e-03,-9.723948687314987183e-02,3.618500704760663211e-05
-4.336418583989143372e-03,-7.459446042776107788e-02,6.240385700948536396e-04
-8.144080638885498047e-03,-4.331771284341812134e-02,1.937899040058255196e-03
-1.210478786379098892e-02,-1.310869678854942322e-02,2.179950242862105370e-03
-1.462772767990827560e-02,1.102940551936626434e-02,-1.840297045418992639e-05
-1.358075626194477081e-02,2.430587261915206909e-02,-3.169522853568196297e-03
-8.328831754624843597e-03,2.509643509984016418e-02,-6.549781654030084610e-03
-1.308239530771970749e-03,1.114013232290744781e-02,-8.764971978962421417e-03
2.608797745779156685e-03,-8.874599821865558624e-03,-9.694674052298069000e-03
2.567819319665431976e-03,-3.330518305301666260e-02,-1.010719500482082367e-02
-1.715643331408500671e-03,-5.698316916823387146e-02,-1.071095839142799377e-02
2.451648935675621033e-03,-7.261105626821517944e-02,-1.051376573741436005e-02
1.139022875577211380e-02,-7.676653563976287842e-02,-9.083891287446022034e-03
-9.624354424886405468e-04,-7.352235913276672363e-02,-9.558593854308128357e-03
-2.134402655065059662e-02,-6.326532363891601562e-02,-1.089599356055259705e-02
-3.322562575340270996e-02,-4.950554668903350830e-02,-1.093782670795917511e-02
-3.511174023151397705e-02,-3.622578084468841553e-02,-1.068016327917575836e-02
-3.709780052304267883e-02,-2.117601409554481506e-02,-1.042836811393499374e-02
-4.092633724212646484e-02,-8.338723331689834595e-03,-1.019924785941839218e-02
-4.876847937703132629e-02,-2.838315907865762711e-03,-1.049003470689058304e-02
-5.249878391623497009e-02,-4.398664925247430801e-03,-1.147102657705545425e-02
-4.047130420804023743e-02,-1.094555854797363281e-02,-1.169359963387250900e-02
-1.719028688967227936e-02,-2.225156873464584351e-02,-1.196122076362371445e-02
4.413558053784072399e-04,-3.415700048208236694e-02,-1.430864445865154266e-02
6.193269509822130203e-03,-4.112508893013000488e-02,-1.781730167567729950e-02
4.945256281644105911e-03,-4.245622083544731140e-02,-2.196853421628475189e-02
2.297033555805683136e-03,-3.751331940293312073e-02,-2.521182224154472351e-02
1.339517650194466114e-03,-2.995103225111961365e-02,-2.684758044779300690e-02
1.515614450909197330e-03,-2.101240679621696472e-02,-2.739354781806468964e-02
1.914673601277172565e-03,-1.426887419074773788e-02,-2.707604691386222839e-02
2.098948461934924126e-03,-9.230050258338451385e-03,-2.632805705070495605e-02
2.080967184156179428e-03,-6.663892883807420731e-03,-2.564071863889694214e-02
2.301639644429087639e-03,-5.719242151826620102e-03,-2.533941715955734253e-02
2.978291362524032593e-03,-5.422405898571014404e-03,-2.552270144224166870e-02
3.851559013128280640e-03,-5.271911621093750000e-03,-2.624272927641868591e-02
4.312071949243545532e-03,-5.163639783859252930e-03,-2.740398049354553223e-02
4.359495360404253006e-03,-5.074910353869199753e-03,-2.869385853409767151e-02
4.087705630809068680e-03,-5.166456103324890137e-03,-3.041616827249526978e-02
3.627637401223182678e-03,-5.339520517736673355e-03,-3.177321329712867737e-02
2.963961334899067879e-03,-5.026129074394702911e-03,-3.298422321677207947e-02
2.114731585606932640e-03,-3.781130071729421616e-03,-3.369931131601333618e-02
1.273448928259313107e-03,-1.635716063901782036e-03,-3.382197394967079163e-02
4.312902165111154318e-04,1.666898373514413834e-03,-3.338041156530380249e-02
-1.084920950233936310e-04,5.040961317718029022e-03,-3.253524377942085266e-02
-4.463289515115320683e-04,8.752685971558094025e-03,-3.121819905936717987e-02
-5.845576524734497070e-04,1.203370280563831329e-02,-2.964421175420284271e-02
-5.727797979488968849e-04,1.447988580912351608e-02,-2.812988869845867157e-02
-3.810455964412540197e-04,1.670446619391441345e-02,-2.647433988749980927e-02
-6.872193625895306468e-05,1.850456185638904572e-02,-2.496885135769844055e-02
2.630524104461073875e-04,1.983293332159519196e-02,-2.382483147084712982e-02
