1.818777084350585938e+00,2.268005943298339844e+01,1.459944820404052734e+01,3.884203433990478516e-01,-3.229766082763671875e+01,-7.290094852447509766e+00,-2.332483291625976562e+00,-1.529754447937011719e+01,-3.908669281005859375e+01,3.243001461029052734e+00,-6.613529205322265625e+01,-2.010480880737304688e+01,-2.206006050109863281e-01,1.657820492982864380e-01,-7.296185195446014404e-02,8.293280005455017090e-02,-4.035312682390213013e-02,1.606759987771511078e-02
-1.552216172218322754e+00,1.955198669433593750e+01,-5.028735637664794922e+00,2.676839590072631836e+00,-1.508250045776367188e+01,-1.585722064971923828e+01,5.128001689910888672e+00,-2.798139572143554688e+01,2.472418785095214844e+00,1.119180870056152344e+01,-4.205479812622070312e+01,-3.838908195495605469e+00,-4.595465064048767090e-01,2.821602858603000641e-02,-1.026041507720947266e+00,-1.254422664642333984e-01,2.158881723880767822e-02,3.216610103845596313e-02
-5.811338424682617188e+00,2.977867603302001953e+00,6.147669982910156250e+01,4.022961807250976562e+01,-4.738692092895507812e+01,2.096918487548828125e+01,-1.613750457763671875e+01,-2.589806938171386719e+01,4.521762847900390625e+00,2.230568885803222656e+01,-2.155401611328125000e+01,-1.643389511108398438e+01,1.083195686340332031e+00,-2.637319803237915039e+00,-1.000000000000000000e+02,-1.589162349700927734e-01,-2.150114774703979492e-01,-4.483542442321777344e+00
8.301538467407226562e+00,-8.753518104553222656e+00,8.111316680908203125e+01,5.634923171997070312e+01,-7.694617462158203125e+01,2.832093429565429688e+01,-3.388145208358764648e+00,-3.330484771728515625e+01,2.764355468750000000e+01,1.411663341522216797e+01,-1.991311073303222656e+01,-1.911759376525878906e+00,-2.278933078050613403e-01,-3.978682994842529297e+00,-1.000000000000000000e+02,8.340108394622802734e-02,-8.352892398834228516e-01,-7.567459106445312500e+00
1.428784656524658203e+01,-1.262059974670410156e+01,1.097654342651367188e+02,5.680323410034179688e+01,-7.375016784667968750e+01,9.140342712402343750e+01,-6.947889328002929688e+00,-1.101271438598632812e+01,1.764469528198242188e+01,3.731965637207031250e+01,-3.884793472290039062e+01,1.582982826232910156e+01,-1.447832137346267700e-01,-3.679417371749877930e+00,-1.000000000000000000e+02,1.611893296241760254e+00,-4.283311665058135986e-01,-1.284600639343261719e+01
2.627274131774902344e+01,2.422736358642578125e+01,1.252954788208007812e+02,7.965207672119140625e+01,-7.924394989013671875e+01,1.210167007446289062e+02,-6.880528926849365234e+00,-1.358300876617431641e+01,4.867982387542724609e+00,6.687950134277343750e+01,-2.737575531005859375e+01,1.796911048889160156e+01,2.344848364591598511e-01,-1.587444186210632324e+00,-1.000000000000000000e+02,2.004520893096923828e+00,1.717618554830551147e-01,-1.209375476837158203e+01
4.271329879760742188e+01,3.676327896118164062e+01,1.410701446533203125e+02,7.900994110107421875e+01,-7.011683654785156250e+01,1.534197235107421875e+02,4.920264720916748047e+00,-3.112911605834960938e+01,1.329851627349853516e+01,8.602616882324218750e+01,-2.791236686706542969e+01,2.774648094177246094e+01,6.198564767837524414e-01,-2.329333305358886719e+00,-1.000000000000000000e+02,1.958844304084777832e+00,2.077826112508773804e-01,-1.200045394897460938e+01
5.194925689697265625e+01,5.914178466796875000e+01,1.435978240966796875e+02,7.788698577880859375e+01,-6.659014129638671875e+01,1.595650634765625000e+02,1.292894554138183594e+01,-3.427843856811523438e+01,1.811161422729492188e+01,1.000447006225585938e+02,-2.636122322082519531e+01,3.168726158142089844e+01,6.334070116281509399e-02,-2.313366651535034180e+00,-1.000000000000000000e+02,2.200287342071533203e+00,3.899708986282348633e-01,-1.235765266418457031e+01
5.785590362548828125e+01,5.669609451293945312e+01,1.403229675292968750e+02,6.542900085449218750e+01,-5.419653701782226562e+01,1.564829559326171875e+02,1.945857048034667969e+01,-3.237052154541015625e+01,1.743522834777832031e+01,8.461295318603515625e+01,-2.237976074218750000e+01,3.103773880004882812e+01,-1.873002499341964722e-01,-1.648699998855590820e+00,-1.000000000000000000e+02,2.143516540527343750e+00,2.815792858600616455e-01,-1.279194927215576172e+01
5.482110595703125000e+01,6.389498519897460938e+01,1.385986175537109375e+02,5.376007080078125000e+01,-3.996130371093750000e+01,1.461558227539062500e+02,1.645576858520507812e+01,-2.960120964050292969e+01,8.352168083190917969e+00,6.499738311767578125e+01,-1.140624141693115234e+01,2.709857559204101562e+01,-4.208641946315765381e-01,-1.329181075096130371e+00,-1.000000000000000000e+02,2.096263885498046875e+00,1.143316626548767090e-01,-1.287467670440673828e+01
