-0.00015424757,8.2113285e-05,1.6543052e-05,-0.10851623,-0.0082764095,-0.9940602,0.24550435,0.28676575,-1.1081834,0.051578857,0.46597844,-1.2973363,0.23697117,0.50845236,-1.3134966,-0.20387778,0.5265426,-1.3212848,0.00096888095,0.0046506287,-0.0012132075,-0.0013564334,-0.00096888095,-0.00010110062,0.0,0.0017439857,-0.0010110063,0.0,-0.0019377619,0.0012132075,0.3202782,0.43166292,-1.0005666,-0.22546162,0.3619665,-1.1136935,0.14938676,-0.57521,0.020583902,0.04678956,-0.6303115,0.16805893,-0.15636541,0.8904916,-1.7784233,0.18006955,0.9079157,-1.7501416,-0.08830261,0.64242214,-1.4579853,0.13734668,0.6561975,-1.494854
-0.00022722366,0.00016668819,6.282793e-05,-0.10852886,-0.008273932,-0.99405885,0.24550435,0.28673548,-1.1081834,0.051609136,0.46597844,-1.2973363,0.23694089,0.50848264,-1.3134966,-0.20384756,0.5265426,-1.3212848,0.0,0.0005813286,-0.0010110063,0.00077510474,-0.0013564334,-0.00060660375,-0.0027128668,0.0019377619,-0.00070770434,0.0027128668,-0.0017439857,0.0009099056,0.4427234,0.38747686,-0.7554168,-0.23512845,0.2856453,-0.77619994,-0.069622084,-0.63507915,0.18705897,-0.007110819,-0.5253521,-0.15021253,-0.15878211,0.8714113,-1.69405,0.21068084,0.89686924,-1.6888542,-0.1017777,0.66866195,-1.5375531,0.08259448,0.6412302,-1.4532353
0.006137397,0.01752562,-0.00012732919,-0.100281134,-0.011310961,-0.99489486,0.2500157,0.27165717,-1.0629883,0.01273278,0.4339146,-1.2215109,0.22906873,0.4672143,-1.2242122,-0.20384756,0.48715156,-1.236139,0.096888095,-0.09572544,0.15316746,-0.25462192,-0.16490354,0.3203879,0.07344118,-0.2491962,0.3559753,-0.12072257,-0.18970689,0.32352197,0.48836932,0.30624652,-0.74952805,-0.20626433,0.24884488,-0.7378737,-0.13530678,-0.5427779,0.22557871,-0.024744429,-0.4873813,-0.13079733,-0.15156609,0.8622112,-1.6844684,0.22209233,0.87656164,-1.687382,-0.10618611,0.67815465,-1.5326993,0.06617331,0.6643055,-1.4436053
0.017466335,0.099246874,0.002498338,-0.06587407,-0.016315058,-0.99769455,0.3076944,0.17755468,-1.0216477,-0.14483151,0.31728548,-1.1602659,0.29071376,0.29911345,-1.1281981,-0.26673397,0.32456106,-1.1517673,0.11335907,-0.2695427,0.19512421,-0.3621677,-0.35519177,0.24708994,0.090105936,-0.4710699,0.3872154,-0.09146236,-0.44064707,0.38013834,0.46354443,0.26841658,-0.61021966,-0.15377082,0.0862084,-0.60729766,-0.08808601,-0.3916966,0.1335925,-0.040113755,-0.39974397,-0.22898167,-0.13844271,0.8215521,-1.6518245,0.2158861,0.8671042,-1.6525549,-0.11002844,0.700064,-1.5572454,0.0779785,0.70207584,-1.4666018
0.031039616,0.22326705,0.0072372085,-0.0068237856,-0.022983573,-0.9997125,0.35940835,0.05741347,-0.95294666,-0.27508542,0.16190119,-1.0509667,0.31054553,0.074756995,-0.9423783,-0.29125878,0.111740425,-0.9885688,0.08138601,-0.26644224,0.12617359,-0.2278808,-0.37224406,0.17267987,0.03100419,-0.52338946,0.35142574,0.0032941953,-0.48889732,0.31563613,0.44635358,0.35541496,-0.81998837,-0.15130855,0.11680505,-0.93614674,-0.015637755,-0.4113305,-0.042711627,0.0032213405,-0.5146085,-0.26500818,-0.13782714,0.8292013,-1.7340367,0.2115884,0.8888537,-1.7049971,-0.09919467,0.67134786,-1.566252,0.09609056,0.6971674,-1.5106779
0.032286856,0.32106754,0.010485515,0.040965203,-0.025377722,-0.99883825,0.37442598,-0.025213946,-0.9032967,-0.32122838,0.046271276,-0.9771948,0.30906197,-0.09434299,-0.8000002,-0.2852638,-0.058903743,-0.85134053,0.012789229,-0.19590774,0.09442798,-0.05464489,-0.28194433,0.15316746,-0.0052319574,-0.36681834,0.38246363,0.024803352,-0.43522134,0.36062592,0.45560738,0.5175852,-1.0169711,-0.18793698,0.21269716,-1.0878248,-0.08698906,-0.4605334,-0.16548164,0.05705726,-0.5717311,-0.30259627,-0.14698425,0.85317427,-1.7719562,0.21390185,0.92939633,-1.7542428,-0.085735686,0.65706724,-1.575649,0.07825273,0.68486667,-1.5413704
0.024413157,0.35097754,0.010143544,0.07507247,-0.02429721,-0.996882,0.36497948,-0.08068238,-0.8675797,-0.32092562,-0.038112212,-0.9263444,0.3065792,-0.20591567,-0.67926407,-0.2723656,-0.18552439,-0.7301619,-0.04786272,-0.12731096,0.10302154,0.049606703,-0.16490354,0.12789229,-0.02751622,-0.23388787,0.2921808,0.043793418,-0.25520325,0.3097723,0.49442473,0.69180983,-1.136476,-0.22225673,0.28875238,-1.0763721,-0.18778086,-0.42709568,-0.2591616,0.07141973,-0.5614104,-0.31989765,-0.15556419,0.8721881,-1.769093,0.22360618,0.9729525,-1.784119,-0.082145065,0.6596474,-1.5799744,0.053054787,0.6932261,-1.5647904
0.01745785,0.33964974,0.0051465235,0.09713987,-0.023584101,-0.9949913,0.3413932,-0.11828707,-0.8218949,-0.2921317,-0.09433751,-0.8800278,0.2851427,-0.270316,-0.5838504,-0.2519888,-0.26024944,-0.62776613,-0.061233275,-0.047475167,0.13052091,0.087974384,-0.12479186,0.13729464,-0.08603664,-0.11006488,0.18369983,0.05076936,-0.12886116,0.20422325,0.5466968,0.8362281,-1.1838975,-0.25076488,0.3805449,-1.044332,-0.27146116,-0.30515334,-0.29296094,0.08310514,-0.4769437,-0.28067303,-0.16269122,0.89513624,-1.761083,0.23667419,1.009057,-1.7959744,-0.079223715,0.6807641,-1.5701683,0.03213471,0.72371167,-1.5732403
0.019846434,0.29806668,-0.0037726217,0.10416949,-0.026033098,-0.99421877,0.31695923,-0.11574374,-0.7718344,-0.26203582,-0.13751332,-0.8225899,0.2495363,-0.3045296,-0.5203464,-0.22937146,-0.2990046,-0.554626,-0.056776423,0.051738244,0.12526366,0.06937187,-0.07847936,0.15973899,-0.07867313,-0.05619509,0.15852578,0.043987192,-0.100569844,0.17298317,0.62132704,0.95590997,-1.2054478,-0.2883799,0.478485,-1.0596532,-0.3077985,-0.18358144,-0.26794645,0.09562093,-0.36567837,-0.21158257,-0.17209497,0.9196212,-1.7649133,0.25533175,1.0389775,-1.8013619,-0.07609477,0.70858043,-1.5528957,0.023050373,0.7541046,-1.5669866
0.024679791,0.21006702,-0.014178396,0.09061743,-0.029698646,-0.99544287,0.28737816,-0.070751354,-0.71559715,-0.23251525,-0.15561919,-0.7559583,0.22470877,-0.3149451,-0.468485,-0.21789631,-0.32377154,-0.4915645,-0.06530257,0.1554085,0.15043773,0.075572714,-0.012401676,0.17328647,-0.05076936,-0.002906643,0.10383034,0.0073634954,-0.04166188,0.13213852,0.7118572,1.0519964,-1.2581735,-0.351194,0.5672676,-1.1257263,-0.3077185,-0.13913193,-0.22997811,0.12042898,-0.28998026,-0.14494008,-0.1877985,0.9418169,-1.7814316,0.2779643,1.0629991,-1.8145434,-0.06989276,0.7275049,-1.536235,0.023070378,0.765217,-1.5574945
