-1.633714437484741211e-01,8.617518544197082520e-01,-1.730129837989807129e+00,2.061066925525665283e-01,7.870257496833801270e-01,-1.762057185173034668e+00,-1.257593631744384766e-01,9.455124735832214355e-01,-1.584737777709960938e+00,8.013230562210083008e-02,8.920304179191589355e-01,-1.678937673568725586e+00
-1.722723096609115601e-01,8.274081349372863770e-01,-1.681460380554199219e+00,1.614856570959091187e-01,7.654353380203247070e-01,-1.729310035705566406e+00,-1.031073033809661865e-01,9.937578439712524414e-01,-1.598126888275146484e+00,3.213535994291305542e-02,9.530593752861022949e-01,-1.663626670837402344e+00
-1.858033388853073120e-01,7.982178926467895508e-01,-1.684698939323425293e+00,1.457424610853195190e-01,7.236538529396057129e-01,-1.679916739463806152e+00,-8.163061738014221191e-02,1.009944915771484375e+00,-1.623772501945495605e+00,2.228893898427486420e-02,9.824815392494201660e-01,-1.666474699974060059e+00
-1.679993122816085815e-01,7.899848818778991699e-01,-1.700982809066772461e+00,1.338474899530410767e-01,7.419546246528625488e-01,-1.697871327400207520e+00,-3.916132450103759766e-02,1.032405734062194824e+00,-1.632318735122680664e+00,-4.134356230497360229e-02,1.036159634590148926e+00,-1.661394119262695312e+00
-1.599644422531127930e-01,8.360120058059692383e-01,-1.711088418960571289e+00,1.048671752214431763e-01,7.649829387664794922e-01,-1.714368700981140137e+00,-7.684870157390832901e-03,1.133476614952087402e+00,-1.693574070930480957e+00,-1.268709450960159302e-01,1.116175532341003418e+00,-1.696654558181762695e+00
-1.615153253078460693e-01,8.925504684448242188e-01,-1.693056464195251465e+00,6.712864339351654053e-02,8.091722726821899414e-01,-1.699200749397277832e+00,1.648939587175846100e-02,1.233679652214050293e+00,-1.659140110015869141e+00,-1.996002197265625000e-01,1.220620989799499512e+00,-1.642655611038208008e+00
-1.808680295944213867e-01,9.337497353553771973e-01,-1.671038866043090820e+00,4.390308260917663574e-02,8.514533638954162598e-01,-1.669074654579162598e+00,1.688973628915846348e-03,1.319892048835754395e+00,-1.562287569046020508e+00,-2.263944447040557861e-01,1.332448005676269531e+00,-1.550585746765136719e+00
-2.010337710380554199e-01,9.399936795234680176e-01,-1.602157950401306152e+00,3.050382249057292938e-02,8.669808506965637207e-01,-1.598101854324340820e+00,-2.839258871972560883e-02,1.375921487808227539e+00,-1.442969083786010742e+00,-2.062142193317413330e-01,1.395684599876403809e+00,-1.433005452156066895e+00
-2.088034451007843018e-01,8.761081695556640625e-01,-1.516856193542480469e+00,3.407477587461471558e-02,8.113815784454345703e-01,-1.493105888366699219e+00,-3.930993378162384033e-02,1.352070689201354980e+00,-1.367907762527465820e+00,-1.669716536998748779e-01,1.368918895721435547e+00,-1.356547832489013672e+00
-2.069018334150314331e-01,8.342725038528442383e-01,-1.467091321945190430e+00,4.599313437938690186e-02,7.565523386001586914e-01,-1.427423596382141113e+00,-2.433952502906322479e-02,1.323946952819824219e+00,-1.325464129447937012e+00,-1.355084478855133057e-01,1.331065297126770020e+00,-1.333598732948303223e+00
-2.016444057226181030e-01,8.139677047729492188e-01,-1.445426344871520996e+00,5.504849553108215332e-02,7.277526855468750000e-01,-1.409871935844421387e+00,-2.803924493491649628e-02,1.299427986145019531e+00,-1.294347643852233887e+00,-1.167074665427207947e-01,1.301018238067626953e+00,-1.338525176048278809e+00
-1.944762915372848511e-01,7.953949570655822754e-01,-1.420169591903686523e+00,5.791941285133361816e-02,7.071284055709838867e-01,-1.399380445480346680e+00,-3.751464560627937317e-02,1.275696158409118652e+00,-1.261637806892395020e+00,-1.087602302432060242e-01,1.283049464225769043e+00,-1.331351876258850098e+00
-1.803194880485534668e-01,7.664443254470825195e-01,-1.393498539924621582e+00,6.454880535602569580e-02,6.796234250068664551e-01,-1.379615664482116699e+00,-4.680749773979187012e-02,1.231266498565673828e+00,-1.231251716613769531e+00,-1.031651720404624939e-01,1.250378012657165527e+00,-1.305677890777587891e+00
-1.580691039562225342e-01,7.527561783790588379e-01,-1.357196331024169922e+00,6.734631955623626709e-02,6.618462800979614258e-01,-1.361850619316101074e+00,-4.805519059300422668e-02,1.173878908157348633e+00,-1.185166001319885254e+00,-8.911218494176864624e-02,1.200792074203491211e+00,-1.260172486305236816e+00
-1.253739446401596069e-01,7.520865201950073242e-01,-1.295748949050903320e+00,6.919799000024795532e-02,6.490086913108825684e-01,-1.329891681671142578e+00,-3.266961127519607544e-02,1.097619891166687012e+00,-1.095016717910766602e+00,-5.917286127805709839e-02,1.123115539550781250e+00,-1.192522168159484863e+00
-9.591218084096908569e-02,7.610964179039001465e-01,-1.251859188079833984e+00,8.524192869663238525e-02,6.512370705604553223e-01,-1.298911333084106445e+00,-6.519286427646875381e-03,1.006788372993469238e+00,-1.000696897506713867e+00,-2.332519926130771637e-02,1.019534111022949219e+00,-1.131307840347290039e+00
-7.825671881437301636e-02,7.491992115974426270e-01,-1.234850525856018066e+00,8.167404681444168091e-02,6.581042408943176270e-01,-1.275593876838684082e+00,2.596111502498388290e-03,9.245929121971130371e-01,-9.947291016578674316e-01,-1.433570869266986847e-02,9.273594617843627930e-01,-1.111609101295471191e+00
-5.705919116735458374e-02,7.221394181251525879e-01,-1.214980244636535645e+00,4.887709766626358032e-02,6.570291519165039062e-01,-1.242697954177856445e+00,6.797404494136571884e-03,8.749867677688598633e-01,-1.034724712371826172e+00,-2.225415594875812531e-02,8.716775774955749512e-01,-1.121891856193542480e+00
-4.345550015568733215e-02,6.760811805725097656e-01,-1.198728203773498535e+00,1.458852551877498627e-02,6.320710778236389160e-01,-1.209608078002929688e+00,1.352685131132602692e-02,8.297303318977355957e-01,-1.100724101066589355e+00,-3.433126956224441528e-02,8.301771283149719238e-01,-1.163989543914794922e+00
